,probe_id
337670,cg09287459
337671,cg14035508
337672,cg19181162
337673,cg24502933
337674,cg08230910
337675,cg11823034
337676,cg05352250
337677,cg18634211
337678,cg02076598
337679,cg02238747
337680,cg24228503
337681,cg27193795
337682,cg21552300
337683,cg02228185
337684,cg06952307
337685,cg20704530
337686,cg13295878
337687,cg08738571
337688,cg03598338
337689,cg19387750
337690,cg21146912
337691,cg26097573
337692,cg05593669
337693,cg08015253
337694,cg25727806
337695,cg06171420
337696,cg02519499
337697,cg09845059
337698,cg08461840
337699,cg09493063
337700,cg20555018
337701,cg09169269
337702,cg09854709
337703,cg10211383
337704,cg25013138
337705,cg13321900
337706,cg08158976
337707,cg26883351
337708,cg02459859
337709,cg03543593
337710,cg23667061
337711,cg01093934
337712,cg11567849
337713,cg01196495
337714,cg15863707
337715,cg25415695
337716,cg20917891
337717,cg03876150
337718,cg19924989
337719,cg03127370
337720,cg07838943
337721,cg11930390
337722,cg23815828
337723,cg03002352
337724,cg12171781
337725,cg23246886
337726,cg01823853
337727,cg27013526
337728,cg17936846
337729,cg03525433
337730,cg19769036
337731,cg10598428
337732,cg24086869
337733,cg15126050
337734,cg00303776
337735,cg11253356
337736,cg00939649
337737,cg20942310
337738,cg17774305
337739,cg15018391
337740,cg13113599
337741,cg21684654
337742,cg07618409
337743,cg23024158
337744,cg11713274
337745,cg26174807
337746,cg20995172
337747,cg13319042
337748,cg14591123
337749,cg19563932
337750,cg03864281
337751,cg13521941
337752,cg01794548
337753,cg24378791
337754,cg00631230
337755,ch.19.1349607R
337756,cg27474266
337757,cg22234897
337758,ch.19.848927R
337759,cg14541870
337760,cg16960593
337761,cg01139699
337762,cg18387198
337763,cg11440915
337764,cg10465465
337765,cg06239726
337766,cg14146751
337767,cg15129183
337768,cg24466109
337769,cg14467816
337770,cg16426764
337771,cg10503542
337772,cg03029255
337773,cg05563110
337774,cg19523099
337775,cg24973226
337776,cg01527581
337777,cg02742418
337778,cg16515974
337779,cg19904666
337780,cg12294678
337781,cg06991732
337782,cg12176709
337783,cg13240332
337784,cg09343421
337785,cg06367354
337786,cg18276235
337787,cg09564509
337788,cg25730138
337789,cg07661899
337790,cg04378940
337791,cg01573140
337792,cg26301626
337793,cg12018521
337794,cg09555818
337795,cg05463948
337796,cg20707668
337797,cg16635128
337798,cg08154039
337799,cg07529087
337800,cg26954671
337801,cg04680304
337802,cg13769672
337803,cg17333251
337804,cg19919800
337805,cg22054164
337806,cg21583155
337807,cg03995631
337808,cg03533590
337809,cg00388439
337810,cg02202858
337811,cg15288329
337812,cg14300048
337813,cg06219408
337814,cg26898166
337815,cg15516052
337816,cg25619551
337817,cg20847962
337818,cg21604539
337819,cg09194742
337820,cg24420778
337821,cg24895871
337822,cg15349424
337823,cg19947484
337824,cg11676622
337825,cg26118435
337826,cg12178904
337827,cg11391828
337828,cg14641092
337829,cg08785577
337830,cg25644224
337831,cg13613793
337832,cg14651504
337833,cg13539203
337834,cg09900085
337835,cg19741777
337836,cg15608939
337837,cg10563645
337838,cg22575966
337839,cg00657706
337840,cg05221748
337841,cg27511630
337842,cg21298249
337843,cg26247329
337844,cg11637712
337845,cg01460481
337846,cg12212453
337847,cg02096793
337848,cg18789472
337849,cg23119977
337850,cg12485212
337851,cg13797825
337852,cg17628060
337853,cg02900980
337854,cg06362985
337855,cg02297460
337856,cg17054285
337857,cg07794554
337858,cg07196133
337859,cg01164202
337860,cg04211018
337861,cg06330691
337862,cg07580418
337863,cg26660036
337864,cg11585952
337865,cg08166214
337866,cg09327911
337867,cg23261107
337868,cg08861825
337869,cg04802911
337870,cg25969107
337871,cg13602816
337872,cg09246570
337873,cg27551910
337874,cg01555693
337875,cg04590451
337876,cg16309970
337877,cg12405341
337878,cg03975235
337879,cg25075794
337880,cg05661441
337881,cg10495980
337882,cg24821941
337883,cg24874254
337884,cg21665294
337885,cg24010952
337886,cg02568623
337887,cg24780185
337888,cg26321643
337889,cg00201568
337890,cg01623050
337891,cg08997193
337892,cg16942190
337893,cg02189785
337894,cg01689928
337895,cg03047626
337896,cg07683330
337897,cg02927111
337898,cg25714956
337899,cg13697968
337900,cg14107822
337901,cg23136573
337902,cg20199836
337903,cg05630800
337904,cg00608779
337905,cg02483058
337906,cg21092551
337907,cg00865774
337908,cg11664825
337909,cg26579616
337910,cg17290591
337911,cg16265553
337912,cg25717658
337913,cg00242233
337914,cg18496382
337915,cg01488191
337916,cg08527226
337917,cg01229943
337918,cg20031584
337919,cg01273802
337920,cg03996195
337921,cg04643655
337922,cg20103825
337923,cg04537209
337924,cg16878214
337925,cg26516446
337926,cg10417559
337927,cg17709873
337928,cg17977273
337929,cg03147592
337930,cg09861034
337931,ch.9.2172872F
337932,cg21618695
337933,cg25972578
337934,cg12633680
337935,cg12017635
337936,cg06372249
337937,cg21333674
337938,cg09520414
337939,cg08806699
337940,cg04142692
337941,cg23873996
337942,cg27347140
337943,cg00961792
337944,cg15195353
337945,cg24770230
337946,cg06197966
337947,cg19957511
337948,cg11870560
337949,cg01813276
337950,cg02269272
337951,cg03284866
337952,cg05096751
337953,cg05975219
337954,cg12124018
337955,cg20029967
337956,cg01556799
337957,cg03039483
337958,cg01560642
337959,cg22614787
337960,cg23780146
337961,cg16421589
337962,cg25642234
337963,cg23330212
337964,cg25891069
337965,cg07271512
337966,cg13338949
337967,cg09606421
337968,cg15649857
337969,cg22511262
337970,cg11307565
337971,cg21459645
337972,cg18799284
337973,cg00406338
337974,cg24848535
337975,cg14227125
337976,cg05119374
337977,cg06551905
337978,cg07620114
337979,cg07609788
337980,cg03121136
337981,cg18058279
337982,cg19572362
337983,cg04241863
337984,cg24849565
337985,cg08640046
337986,cg04858586
337987,cg22271663
337988,cg21602370
337989,cg14848409
337990,cg17215361
337991,cg07812819
337992,cg11276388
337993,cg04720283
337994,cg25108743
337995,cg20270188
337996,cg15298486
337997,cg17467525
337998,cg12732864
337999,cg18973735
338000,cg12014368
338001,cg11158236
338002,cg08441475
338003,cg00130275
338004,cg06875836
338005,cg22286066
338006,cg19819280
338007,cg13979066
338008,cg15140807
338009,cg06113665
338010,cg23149790
338011,cg13329789
338012,cg00705508
338013,cg27630352
338014,cg16745844
338015,cg19433694
338016,cg10041417
338017,cg01532396
338018,cg07122319
338019,cg06915722
338020,cg27390201
338021,cg14837480
338022,cg23772874
338023,cg05735009
338024,cg13378284
338025,cg20510474
338026,cg11152384
338027,cg14709543
338028,cg09729012
338029,cg23302945
338030,cg22128896
338031,cg00496967
338032,cg07929700
338033,cg20120512
338034,cg05087002
338035,cg00052046
338036,cg07070348
338037,cg14389547
338038,cg16823430
338039,cg12428622
338040,cg11417092
338041,cg00196372
338042,cg02220008
338043,cg20175418
338044,cg04908960
338045,cg11969913
338046,cg11409205
338047,cg00227651
338048,cg20015672
338049,cg06934829
338050,cg07969668
338051,cg00381179
338052,cg22259097
338053,cg09953287
338054,cg19356022
338055,cg26393791
338056,cg09300114
338057,cg06201672
338058,cg08701675
338059,cg22695372
338060,cg21381779
338061,cg24101359
338062,cg22503489
338063,cg24212047
338064,cg02756835
338065,cg13844552
338066,cg26535992
338067,cg25555068
338068,cg25430838
338069,cg20840426
338070,cg01679516
338071,cg24833277
338072,cg09792612
338073,cg12258093
338074,cg21446242
338075,cg25670076
338076,cg03269757
338077,cg23963024
338078,cg06182359
338079,cg02910037
338080,cg15636792
338081,cg25020319
338082,cg01168339
338083,cg11726701
338084,cg10371483
338085,cg07537692
338086,cg16984944
338087,cg18001524
338088,cg07143898
338089,cg07255197
338090,cg00292701
338091,cg22095263
338092,ch.12.61764592R
338093,cg12330441
338094,cg12825470
338095,cg04307594
338096,cg05825855
338097,cg10789050
338098,cg03059575
338099,cg19721326
338100,cg19488505
338101,cg19729188
338102,cg00080118
338103,cg13099839
338104,cg11290720
338105,cg07466560
338106,cg13316368
338107,cg12805727
338108,cg09256413
338109,cg03856366
338110,cg14641143
338111,cg20002958
338112,cg26681628
338113,cg14036069
338114,cg07748767
338115,cg15910414
338116,cg12573253
338117,cg17319795
338118,cg10350008
338119,cg24362824
338120,cg01098939
338121,cg11684647
338122,cg21935449
338123,cg03342805
338124,cg06094111
338125,cg16456252
338126,cg21973276
338127,cg17705615
338128,cg16838001
338129,cg14223444
338130,cg17445213
338131,cg01864069
338132,cg15324756
338133,cg12379775
338134,cg06783533
338135,cg05158165
338136,cg24628866
338137,cg02815374
338138,cg07830855
338139,cg13858394
338140,cg04636876
338141,cg24822446
338142,cg26252592
338143,cg02150344
338144,cg11839540
338145,cg08312412
338146,cg24819686
338147,cg17435683
338148,cg24665839
338149,cg06805642
338150,cg15004787
338151,cg24420093
338152,cg14384014
338153,cg16412670
338154,cg08986765
338155,cg23649129
338156,cg04137576
338157,cg14279528
338158,cg03389111
338159,cg16370537
338160,cg03711717
338161,cg09698826
338162,cg10612451
338163,cg05938623
338164,cg23523765
338165,cg23718736
338166,cg10148755
338167,cg12307716
338168,cg19171919
338169,cg07795346
338170,cg04326348
338171,cg02406096
338172,cg07139350
338173,cg07844819
338174,cg19346193
338175,cg25806190
338176,cg21756647
338177,cg07451928
338178,cg00217306
338179,cg13643138
338180,cg01087129
338181,cg18631692
338182,cg08699655
338183,cg14434089
338184,cg20837735
338185,cg05287917
338186,cg18915856
338187,cg05992357
338188,cg15896356
338189,cg17813891
338190,cg21146273
338191,cg18993847
338192,cg14477619
338193,cg03423968
338194,cg22855860
338195,cg09699593
338196,cg07638462
338197,cg10276400
338198,cg18342494
338199,cg16304521
338200,cg20926120
338201,cg03224418
338202,cg25759916
338203,cg16096865
338204,cg23457506
338205,cg12168153
338206,cg07457252
338207,cg20934191
338208,cg04790148
338209,cg08381596
338210,cg20186817
338211,cg08017450
338212,cg09950164
338213,cg11036672
338214,cg04549288
338215,cg06054026
338216,cg18422852
338217,cg20170223
338218,cg16994487
338219,cg11532418
338220,cg11103310
338221,cg19656686
338222,cg12356107
338223,cg20193872
338224,cg22673001
338225,cg05530568
338226,cg12372692
338227,cg18124737
338228,cg14457610
338229,cg20196966
338230,cg23454038
338231,cg04107994
338232,cg14892768
338233,cg17480554
338234,cg01680573
338235,cg19269520
338236,cg10443987
338237,cg08573069
338238,cg07716927
338239,cg17663700
338240,cg04824022
338241,cg00632374
338242,cg14533133
338243,cg06609197
338244,cg03324464
338245,cg26343958
338246,cg11044724
338247,cg17278528
338248,cg26955196
338249,cg10321366
338250,cg06389867
338251,cg04021910
338252,cg13476077
338253,cg15490640
338254,cg11961255
338255,ch.13.75704157F
338256,cg17519280
338257,cg12943115
338258,cg03819900
338259,cg05986007
338260,cg24575651
338261,cg23848712
338262,cg00122854
338263,cg06867215
338264,cg00642615
338265,cg11442608
338266,ch.3.1083063F
338267,cg18677603
338268,cg06450952
338269,cg24954210
338270,cg08944961
338271,cg05194808
338272,cg08009993
338273,cg03854487
338274,cg04015687
338275,cg19697936
338276,cg21902187
338277,cg23280568
338278,cg13980808
338279,cg20806264
338280,cg09423836
338281,cg11362758
338282,cg13015440
338283,cg01084257
338284,cg26800802
338285,cg00256374
338286,ch.3.16805090R
338287,cg22884717
338288,cg21972430
338289,cg12298445
338290,cg15958715
338291,cg13365822
338292,cg09813090
338293,cg20993909
338294,cg06695566
338295,cg06144311
338296,cg15553418
338297,cg22615948
338298,cg01794245
338299,cg26717992
338300,cg00272951
338301,cg18966401
338302,cg00022076
338303,cg15503018
338304,cg15797314
338305,cg21808053
338306,cg04878973
338307,cg11964773
338308,cg22215942
338309,cg21729388
338310,cg01004382
338311,cg04994975
338312,cg14071249
338313,cg16361343
338314,cg20023102
338315,cg19287857
338316,cg21494882
338317,ch.9.90287778F
338318,cg12338493
338319,cg21530280
338320,cg11725331
338321,cg13588517
338322,cg10268889
338323,cg15134506
338324,cg03724279
338325,cg06392109
338326,cg23526164
338327,cg05793579
338328,cg12033781
338329,cg25054196
338330,cg08335618
338331,cg23614605
338332,cg24407133
338333,cg06418867
338334,cg16224854
338335,cg05366052
338336,cg10596609
338337,cg21640038
338338,cg02854554
338339,cg23699638
338340,cg10037972
338341,cg05209768
338342,cg17073708
338343,cg26385618
338344,cg01878963
338345,cg10907866
338346,cg23783076
338347,cg07186767
338348,cg06746450
338349,cg23523728
338350,cg26051750
338351,cg23684283
338352,cg12417955
338353,cg20082779
338354,cg02156767
338355,cg14251216
338356,cg06466415
338357,cg21228760
338358,cg26660547
338359,cg12166018
338360,cg06840243
338361,cg12495649
338362,cg09279169
338363,cg02622074
338364,cg06868991
338365,cg05657416
338366,cg24828484
338367,cg17707057
338368,cg09535963
338369,cg24691255
338370,cg12276472
338371,cg19469722
338372,cg23702688
338373,cg06223120
338374,cg00667343
338375,cg08783941
338376,cg16282993
338377,cg09871133
338378,cg16190388
338379,cg21809744
338380,cg20692980
338381,cg09641325
338382,cg24022918
338383,cg13755388
338384,cg18922874
338385,cg07194093
338386,cg08531528
338387,cg27390229
338388,cg00729654
338389,ch.4.255198F
338390,cg27616543
338391,cg21388639
338392,cg18478394
338393,cg04294383
338394,cg20910424
338395,cg00979939
338396,cg06604199
338397,cg07287698
338398,cg26986062
338399,cg23482746
338400,cg22538323
338401,cg18856925
338402,cg10284440
338403,cg04298761
338404,cg16254764
338405,cg18484299
338406,cg21743569
338407,cg08641155
338408,cg13631259
338409,cg11170796
338410,cg05365887
338411,cg10103528
338412,cg10457247
338413,cg03584363
338414,cg16512885
338415,cg07268431
338416,cg02914097
338417,cg00078867
338418,cg11880010
338419,cg22257099
338420,cg22811030
338421,cg24908403
338422,cg01714932
338423,cg17711717
338424,cg00771084
338425,cg21461100
338426,cg17271585
338427,cg26279372
338428,cg04703174
338429,cg17569842
338430,cg15118519
338431,cg13225511
338432,cg16664394
338433,cg02828016
338434,cg21243717
338435,cg02306493
338436,cg04948627
338437,cg11588279
338438,cg08642325
338439,cg24628314
338440,cg26251506
338441,cg15071923
338442,cg22045055
338443,cg10053779
338444,cg00907499
338445,cg22266009
338446,cg03287763
338447,cg09130402
338448,cg25391948
338449,cg03150409
338450,cg07730007
338451,cg17978274
338452,cg24747122
338453,cg26758396
338454,cg13944105
338455,cg25904964
338456,cg01219087
338457,cg10005270
338458,cg04997235
338459,cg13724812
338460,cg00269606
338461,cg11429632
338462,cg16025451
338463,cg15509575
338464,cg11089646
338465,cg22344641
338466,cg00353407
338467,cg21760363
338468,cg05578570
338469,cg03788131
338470,cg16939391
338471,cg20991421
338472,cg05577437
338473,cg10981009
338474,cg14469436
338475,cg19414302
338476,cg24762231
338477,cg00952576
338478,cg13366352
338479,cg09023840
338480,cg13681684
338481,cg26648818
338482,cg00742851
338483,cg10336600
338484,cg22625752
338485,cg18760752
338486,cg00093851
338487,cg20254225
338488,cg18430034
338489,cg19668990
338490,cg04574459
338491,cg20060206
338492,cg05894970
338493,cg02094237
338494,cg23246769
338495,cg22493616
338496,cg16532952
338497,cg10709432
338498,cg16763089
338499,cg01238991
338500,cg04179706
338501,cg07399312
338502,cg19702397
338503,cg12368612
338504,cg26841277
338505,cg11394276
338506,cg12749890
338507,cg17558772
338508,cg25969673
338509,cg03273025
338510,cg13548452
338511,cg23511079
338512,cg11272200
338513,cg10636959
338514,cg03000989
338515,cg13450057
338516,cg03016153
338517,cg04808506
338518,cg12259024
338519,cg01574241
338520,cg09229231
338521,cg02246609
338522,cg24260156
338523,cg02478829
338524,cg08269911
338525,cg23656386
338526,cg05278454
338527,cg15547734
338528,cg26224624
338529,cg03982487
338530,cg03957898
338531,cg16438602
338532,cg02186027
338533,cg08643339
338534,cg02476510
338535,cg16411103
338536,cg25736517
338537,cg06224732
338538,cg05410259
338539,cg20543426
338540,cg01092135
338541,cg00119811
338542,cg09379345
338543,cg17237962
338544,cg05045806
338545,cg23389023
338546,cg01182585
338547,cg05347456
338548,cg14835876
338549,cg17971328
338550,cg01433836
338551,cg25960038
338552,cg13175850
338553,cg13659928
338554,cg18991169
338555,cg18950578
338556,cg25786640
338557,cg27343303
338558,cg15510373
338559,cg12053769
338560,cg27491190
338561,cg06578825
338562,cg02237368
338563,cg10280007
338564,cg23500537
338565,cg06482535
338566,cg04677340
338567,cg12320306
338568,cg18718425
338569,cg16181638
338570,cg10043137
338571,cg23351327
338572,cg21393163
338573,cg10359727
338574,cg04153135
338575,cg06779672
338576,cg09934892
338577,cg21656293
338578,cg11590705
338579,cg05766896
338580,cg22690322
338581,cg17322444
338582,cg11778876
338583,cg19887462
338584,cg00081919
338585,cg16831623
338586,cg07502333
338587,cg12642815
338588,cg03153775
338589,cg01578017
338590,cg19751545
338591,cg07150832
338592,cg25943702
338593,cg04483989
338594,cg27223769
338595,cg21519896
338596,cg05987705
338597,cg01778622
338598,cg13806135
338599,cg09280838
338600,cg18117847
338601,cg10305797
338602,cg24357503
338603,cg27096253
338604,cg24646951
338605,cg04297995
338606,cg17918158
338607,cg19071237
338608,cg27186133
338609,cg05534427
338610,cg21551549
338611,cg15346781
338612,cg25288085
338613,cg08587948
338614,cg23821541
338615,cg05983502
338616,cg06251489
338617,cg01330290
338618,cg05907082
338619,cg24303123
338620,cg24303768
338621,cg11618529
338622,cg19712291
338623,cg26238604
338624,cg07838048
338625,cg19750174
338626,cg00548911
338627,cg24202448
338628,cg03317517
338629,cg12375561
338630,cg11961401
338631,cg09721144
338632,cg08840751
338633,cg25954611
338634,cg01722695
338635,cg06971096
338636,cg12691631
338637,cg11201772
338638,cg02047646
338639,cg27261050
338640,cg02685032
338641,cg01582532
338642,cg26367197
338643,cg12553223
338644,cg03839717
338645,cg17024944
338646,cg15131784
338647,cg03665259
338648,cg26039141
338649,cg26965151
338650,cg17026642
338651,cg13961425
338652,cg19300650
338653,cg16001723
338654,cg03902093
338655,cg00035630
338656,cg25301982
338657,cg26776226
338658,cg24245285
338659,cg15126862
338660,cg13887966
338661,cg07934503
338662,cg13905757
338663,cg04766618
338664,cg11432790
338665,cg10807750
338666,cg01257345
338667,cg27001184
338668,cg14962158
338669,cg21052932
338670,cg01977082
338671,cg21789280
338672,cg22713850
338673,cg18447299
338674,cg22783664
338675,cg02442305
338676,cg00652223
338677,cg03433612
338678,cg21475816
338679,cg09753863
338680,cg12264626
338681,cg01797381
338682,cg10893908
338683,cg06158244
338684,cg00553967
338685,cg14636534
338686,cg14419141
338687,cg05415936
338688,cg02546477
338689,cg15574301
338690,cg19698432
338691,cg19253743
338692,cg01607897
338693,cg22356957
338694,cg19712391
338695,cg07354583
338696,cg00386460
338697,cg10492129
338698,cg13544012
338699,cg08596486
338700,cg26809043
338701,cg03857502
338702,ch.9.83610230R
338703,cg18410316
338704,cg08305969
338705,ch.15.59620222F
338706,cg24020398
338707,cg14317639
338708,cg27638432
338709,cg17335387
338710,cg14722693
338711,cg03896269
338712,cg12718528
338713,cg17619347
338714,cg24888049
338715,cg01584000
338716,cg08413469
338717,cg16085611
338718,cg16790849
338719,cg16061301
338720,cg11034978
338721,cg07040338
338722,cg14582478
338723,cg03313752
338724,cg19379625
338725,cg20941699
338726,ch.1.3439660F
338727,cg19180710
338728,cg17185639
338729,cg23241663
338730,cg24671951
338731,cg06817772
338732,cg07810476
338733,cg07540032
338734,cg00069969
338735,cg14478524
338736,cg21559133
338737,cg02109969
338738,cg03864483
338739,cg07086380
338740,cg18221341
338741,cg13329912
338742,cg26104932
338743,cg17162981
338744,cg13101872
338745,cg13171565
338746,cg16613990
338747,cg08557120
338748,cg03431524
338749,cg25755283
338750,cg26829071
338751,cg15770553
338752,cg00336150
338753,cg20935841
338754,cg04294331
338755,cg15372218
338756,cg13318964
338757,cg21591742
338758,ch.1.64660926R
338759,cg00655498
338760,cg07066860
338761,cg00958204
338762,cg10778111
338763,cg10972821
338764,cg07915271
338765,cg26902277
338766,cg17892556
338767,cg16967820
338768,cg08898868
338769,cg20369838
338770,cg23591298
338771,cg02309655
338772,cg17825194
338773,cg08066129
338774,cg12243007
338775,cg02708401
338776,cg27299776
338777,cg00557354
338778,cg16331828
338779,cg01329690
338780,cg03314315
338781,cg21579239
338782,cg20543681
338783,cg23109344
338784,cg06997707
338785,cg02609279
338786,cg01930441
338787,cg07538512
338788,cg00167504
338789,cg19795793
338790,cg15327380
338791,cg17719053
338792,cg26001719
338793,cg03887426
338794,cg09336277
338795,cg06367788
338796,cg12180893
338797,cg27658771
338798,ch.4.1463482R
338799,cg04870120
338800,cg01844154
338801,cg08158160
338802,cg05169160
338803,cg12750757
338804,cg03691720
338805,cg27251488
338806,cg06743782
338807,cg10516080
338808,cg07803856
338809,cg19694519
338810,cg12438889
338811,cg26274891
338812,cg15249341
338813,cg10234776
338814,cg09054960
338815,cg11871295
338816,cg17249224
338817,cg13895979
338818,cg04029630
338819,cg00303111
338820,cg17196739
338821,cg16620809
338822,cg07100128
338823,cg16347811
338824,cg22314787
338825,cg02988775
338826,cg24537688
338827,cg02082650
338828,cg01796511
338829,cg20001675
338830,cg03630890
338831,cg06894687
338832,cg07338476
338833,cg00817189
338834,cg03547366
338835,cg23059304
338836,cg11641080
338837,cg12309420
338838,cg05859076
338839,cg13327935
338840,cg21322855
338841,cg03031009
338842,cg00961617
338843,cg14101398
338844,cg21150390
338845,cg01185278
338846,cg13898166
338847,cg10230442
338848,cg09466807
338849,cg04431002
338850,cg16056449
338851,cg23696119
338852,cg17123327
338853,cg04165720
338854,cg02646021
338855,cg23605284
338856,cg14134732
338857,cg17755535
338858,cg26248537
338859,cg25267863
338860,cg08765199
338861,cg05475904
338862,cg12308746
338863,cg02484633
338864,cg02265288
338865,cg18559901
338866,cg15681255
338867,cg21546532
338868,cg05886115
338869,cg12864568
338870,cg18235480
338871,cg05134616
338872,cg11807584
338873,cg09815545
338874,cg00995670
338875,cg03768171
338876,cg23993660
338877,cg08403043
338878,cg08849294
338879,cg12267933
338880,cg03259742
338881,cg02796568
338882,cg20465899
338883,cg10524576
338884,cg15805567
338885,cg00019377
338886,cg16617097
338887,cg09990086
338888,cg22981296
338889,cg19618297
338890,cg03805896
338891,cg04422802
338892,cg04587581
338893,cg23861841
338894,cg04839207
338895,cg06331862
338896,cg14176930
338897,cg00722300
338898,cg00691940
338899,cg13756879
338900,cg00569244
338901,cg27662304
338902,cg13509608
338903,cg00474713
338904,cg02744888
338905,cg07156824
338906,cg26813162
338907,cg11429997
338908,cg09161138
338909,cg09553232
338910,cg23067856
338911,cg25338902
338912,cg18011274
338913,cg26696655
338914,cg10826688
338915,cg04132186
338916,cg17159550
338917,cg02149241
338918,cg12656487
338919,cg18847009
338920,cg15516558
338921,cg24873772
338922,cg00348113
338923,cg04743945
338924,cg18221891
338925,cg26948626
338926,cg04869269
338927,cg10769146
338928,cg03634775
338929,cg03251852
338930,cg20935542
338931,cg10379050
338932,cg06623017
338933,cg00831466
338934,cg10283695
338935,cg01742897
338936,cg13626881
338937,cg22855988
338938,cg12670477
338939,cg04819539
338940,cg18130076
338941,cg07621610
338942,cg05542785
338943,cg21151541
338944,cg26935722
338945,cg06836726
338946,cg19373199
338947,cg25301767
338948,cg20818806
338949,cg06630241
338950,cg07242414
338951,cg26245086
338952,cg07891953
338953,cg01071966
338954,cg14332815
338955,cg06713373
338956,cg03845363
338957,cg06651530
338958,cg14206979
338959,cg06380039
338960,cg16196857
338961,cg07795325
338962,cg17919502
338963,cg22195268
338964,cg06912355
338965,cg24905196
338966,cg17380244
338967,cg27087885
338968,cg23886165
338969,cg24034913
338970,cg02273724
338971,cg04242898
338972,cg21330407
338973,cg03762591
338974,cg04239562
338975,cg08450280
338976,cg02603140
338977,cg05825400
338978,cg01144086
338979,cg13061570
338980,cg15962313
338981,cg17613592
338982,cg23378165
338983,cg26955996
338984,cg02619001
338985,cg26975681
338986,cg03276422
338987,cg24804179
338988,cg02392835
338989,cg03312532
338990,cg23572334
338991,cg09610163
338992,cg11127164
338993,cg07104732
338994,cg10863036
338995,cg20204776
338996,cg07093661
338997,cg19337241
338998,cg24363955
338999,cg11906792
339000,cg07779313
339001,cg01944585
339002,cg13535663
339003,cg27553637
339004,cg22832254
339005,cg18174834
339006,cg05783854
339007,cg05045781
339008,cg02377690
339009,cg00021944
339010,cg08880153
339011,cg01150918
339012,cg15940237
339013,cg20401875
339014,cg23100590
339015,cg19738506
339016,cg09245378
339017,cg08655788
339018,cg19824783
339019,cg24102242
339020,cg09010812
339021,cg04342881
339022,cg07266431
339023,cg17639959
339024,cg03069242
339025,cg24151207
339026,cg06489744
339027,cg01931840
339028,cg06302533
339029,cg00727912
339030,cg25300428
339031,cg04717699
339032,cg22872634
339033,cg05022105
339034,cg06344544
339035,cg21501241
339036,cg15563766
339037,cg01417037
339038,cg02157015
339039,cg06646715
339040,cg16276850
339041,cg21243459
339042,cg12330929
339043,cg26998078
339044,cg17503085
339045,cg10402804
339046,cg26575914
339047,cg06089988
339048,cg23270924
339049,cg05413872
339050,cg26077729
339051,cg08356738
339052,cg03496157
339053,cg25756617
339054,cg09429583
339055,cg25214823
339056,cg02376163
339057,cg10083882
339058,cg03734783
339059,cg03503796
339060,cg04043695
339061,cg04648814
339062,cg19515984
339063,cg09430827
339064,cg15730313
339065,cg16245297
339066,cg08389151
339067,cg15076481
339068,cg05281206
339069,cg11474811
339070,cg06960700
339071,cg15297220
339072,cg18498871
339073,cg24787865
339074,cg08900316
339075,cg04358246
339076,cg07753791
339077,cg08271909
339078,cg12458966
339079,cg22501393
339080,cg26220339
339081,cg02628881
339082,cg24715105
339083,cg19475270
339084,cg00632188
339085,cg27092869
339086,cg11453347
339087,cg16045497
339088,cg21453309
339089,cg21320768
339090,cg11619549
339091,cg25089587
339092,cg01476969
339093,cg25729957
339094,cg10296867
339095,cg18279254
339096,cg00593116
339097,cg20029156
339098,cg02430692
339099,cg04813677
339100,cg18244029
339101,cg06853455
339102,cg23487759
339103,cg05215481
339104,cg03847190
339105,cg12568756
339106,cg12891810
339107,cg26246572
339108,cg26103719
339109,cg12766815
339110,cg05785811
339111,cg10811426
339112,cg07469700
339113,cg23755033
339114,cg08359464
339115,cg25363442
339116,cg14162806
339117,cg08224159
339118,cg13660942
339119,cg04816699
339120,cg04300687
339121,cg19426827
339122,cg02873074
339123,cg10581650
339124,cg20541120
339125,cg14997376
339126,cg10864603
339127,cg23079063
339128,cg01338658
339129,cg26344619
339130,cg07821739
339131,cg21211748
339132,cg14378925
339133,cg12145018
339134,cg00009053
339135,cg03237474
339136,cg24921614
339137,cg12334759
339138,cg20908870
339139,cg12879727
339140,cg08708778
339141,cg08892082
339142,cg12508343
339143,cg01263850
339144,cg26247064
339145,cg05819416
339146,cg00814751
339147,cg17086398
339148,cg14671011
339149,cg19598479
339150,cg06967120
339151,cg04836492
339152,cg20181262
339153,cg04548002
339154,cg10273072
339155,cg08175352
339156,cg01767631
339157,cg03386595
339158,cg09039685
339159,cg09377882
339160,cg17360256
339161,cg05506829
339162,cg17769442
339163,cg18845718
339164,cg03834919
339165,cg00303183
339166,cg15220055
339167,cg08657449
339168,cg21963535
339169,cg08091023
339170,cg10686044
339171,cg22739314
339172,cg26307882
339173,cg26960370
339174,cg06881040
339175,ch.8.2087691R
339176,cg14868599
339177,cg25290938
339178,cg22467129
339179,cg10355708
339180,cg23878357
339181,cg20684197
339182,cg13994599
339183,cg10585962
339184,cg18107000
339185,cg14611609
339186,cg15010603
339187,cg26921093
339188,cg00046105
339189,cg23973274
339190,cg20877679
339191,cg26305683
339192,cg11582579
339193,cg22480875
339194,cg02431687
339195,cg17834289
339196,cg11752894
339197,cg06758559
339198,cg18930892
339199,cg25170034
339200,cg03562441
339201,cg19924438
339202,cg11725039
339203,cg02366798
339204,cg03591223
339205,cg02746658
339206,cg17935233
339207,cg01259524
339208,cg12603955
339209,cg04915566
339210,cg08207871
339211,cg20571116
339212,cg18064171
339213,cg03963919
339214,cg17250429
339215,cg15785580
339216,cg10455413
339217,cg09911585
